order_id,risk_score,risk_band,top_3_risk_reasons,recommended_action,evidence_fields
O000004261,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004248,5,High,Late night order,Hold for manual review,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=5
O000004263,5,High,Late night order,Hold for manual review,discount_pct=0.22; payment_failures=0; device_reuse=1; total_qty=1
O000004272,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004221,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000224,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000217,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000223,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004233,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004232,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002843,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002851,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000002835,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001049,5,Medium,Late night order,Call verification,discount_pct=0.18; payment_failures=0; device_reuse=0; total_qty=1
O000001043,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002849,5,High,Late night order,Hold for manual review,discount_pct=0.06; payment_failures=0; device_reuse=0; total_qty=3
O000002847,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002844,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002841,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002848,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002831,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000002826,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002830,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=6
O000002821,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001058,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001055,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001042,5,Medium,Late night order,Call verification,discount_pct=0.08; payment_failures=0; device_reuse=1; total_qty=3
O000001059,5,Medium,Late night order,Call verification,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=2
O000002788,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002786,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002805,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002790,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002807,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002792,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000002796,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001068,5,Medium,Late night order,Call verification,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=5
O000001080,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=9
O000001089,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001076,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001087,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001088,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001036,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002793,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002804,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002813,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002811,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002785,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002757,5,Medium,Late night order,Call verification,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=6
O000002768,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000002765,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002761,5,Medium,Late night order,Call verification,discount_pct=0.1; payment_failures=0; device_reuse=0; total_qty=2
O000002775,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002764,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002758,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000001765,5,Medium,Late night order,Call verification,discount_pct=0.03; payment_failures=0; device_reuse=0; total_qty=3
O000001741,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001090,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000001085,5,Medium,Late night order,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=3
O000001069,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000001065,5,Medium,Late night order,Call verification,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=2
O000002778,5,Medium,Late night order,Call verification,discount_pct=0.03; payment_failures=0; device_reuse=0; total_qty=7
O000002783,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002779,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002756,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002753,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002784,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000002751,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001098,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001109,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001097,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001096,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001102,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001075,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000002748,5,Medium,Late night order,Call verification,discount_pct=0.08; payment_failures=0; device_reuse=1; total_qty=2
O000002741,5,Medium,Late night order,Call verification,discount_pct=0.09; payment_failures=0; device_reuse=1; total_qty=6
O000004301,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004288,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000004299,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004289,5,High,Late night order,Hold for manual review,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=3
O000004294,5,High,Late night order,Hold for manual review,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=2
O000004297,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004278,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004302,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000004291,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=10
O000004260,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000212,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000000204,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004583,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004276,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002734,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=9
O000001758,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002739,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002727,5,Medium,Late night order,Call verification,discount_pct=0.19; payment_failures=0; device_reuse=1; total_qty=6
O000002723,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002720,5,Medium,Late night order,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=3
O000002717,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000002719,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002725,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002688,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002696,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001759,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000002705,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002702,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000002701,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002697,5,Medium,Late night order,Call verification,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=5
O000002683,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001768,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001124,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001145,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001143,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001121,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001129,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000001131,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001137,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001767,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002680,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002668,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002667,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002673,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002686,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002648,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000004306,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000004315,5,High,Late night order,Hold for manual review,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=7
O000004325,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004309,5,High,Late night order,Hold for manual review,discount_pct=0.26; payment_failures=0; device_reuse=1; total_qty=2
O000000215,5,Medium,Late night order,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=0; total_qty=5
O000000193,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000198,5,Medium,Late night order,Call verification,discount_pct=0.1; payment_failures=0; device_reuse=1; total_qty=6
O000000200,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000000190,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000182,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004308,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004310,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004282,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004280,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000004281,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002653,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004596,5,High,Late night order,Hold for manual review,discount_pct=0.08; payment_failures=0; device_reuse=1; total_qty=5
O000002644,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002652,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002656,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002650,5,Medium,Late night order,Call verification,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=3
O000002643,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=7
O000002641,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002636,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004586,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000004608,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001164,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002635,5,Medium,Late night order,Call verification,discount_pct=0.1; payment_failures=0; device_reuse=1; total_qty=4
O000002633,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002631,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002621,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002622,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002619,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002624,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002610,5,Medium,Late night order,Call verification,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=9
O000001194,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001175,5,Medium,Late night order,Call verification,discount_pct=0.14; payment_failures=0; device_reuse=1; total_qty=4
O000001185,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001176,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=9
O000001188,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001182,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000001178,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001183,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001172,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001159,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001216,5,Medium,Late night order,Call verification,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=3
O000001224,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002600,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002604,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002594,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004358,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004331,5,High,Late night order,Hold for manual review,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=8
O000004330,5,High,Late night order,Hold for manual review,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=1
O000004335,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004328,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004305,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000004318,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000000187,5,Medium,Late night order,Call verification,discount_pct=0.09; payment_failures=0; device_reuse=1; total_qty=4
O000000188,5,Medium,Late night order,Call verification,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=4
O000000173,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000175,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000159,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000002573,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002583,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002589,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002585,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001200,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=6
O000001223,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000001210,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001212,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001201,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002568,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002559,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002561,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002549,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002550,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000002553,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002546,5,Medium,Late night order,Call verification,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=5
O000002551,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000002544,5,Medium,Late night order,Call verification,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=1
O000002556,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002538,5,Medium,Late night order,Call verification,discount_pct=0.04; payment_failures=0; device_reuse=0; total_qty=4
O000001236,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=5
O000001231,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001241,5,Medium,Late night order,Call verification,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=5
O000002542,5,Medium,Late night order,Call verification,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=2
O000002527,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002531,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002536,5,Medium,Late night order,Call verification,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=3
O000002533,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002509,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002514,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000001249,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001244,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001246,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001255,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002506,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002501,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=6
O000002499,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004368,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004361,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000004360,5,High,Late night order,Hold for manual review,discount_pct=0.16; payment_failures=0; device_reuse=1; total_qty=6
O000004367,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000160,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000166,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000004338,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004337,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004349,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004346,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002507,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000002519,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002464,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002479,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002480,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002465,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002483,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002470,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002467,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002487,5,Medium,Late night order,Call verification,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=2
O000002475,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000002456,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002435,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002458,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002428,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000002453,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002445,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002441,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002430,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001280,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001273,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001276,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001281,5,Medium,Late night order,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=7
O000001271,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001267,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000001270,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001312,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
