session_id,session_ts,user_id,channel,device,device_id,ip_hash,pincode,promo_flag
S000020195,2025-09-08 03:39:22,U000723,paid_social,web,Ddbafbada59,IP6077f92d23,568518,0
S000020196,2025-09-08 15:34:40,,paid_social,mobile,D_G_968bd90872,IP58d9ea3269,563089,0
S000020197,2025-09-08 15:57:51,U000831,search,web,De168f12d16,IP4867b97983,572495,0
S000020198,2025-09-08 15:13:03,,organic,mobile,D_G_4315498313,IP9e506c862c,563089,0
S000020199,2025-09-08 17:44:58,,organic,mobile,D_G_7be76b34fa,IPe648086abd,561927,0
S000020200,2025-09-08 18:26:25,U002631,email,web,De5ffad0041,IP96db5d0ae2,574441,0
S000020201,2025-09-08 10:07:40,U003187,email,web,Da5af346107,IP27233fbae3,573828,0
S000020202,2025-09-08 12:12:04,U002269,organic,mobile,D3ed630b446,IP40f937ca17,579501,0
S000020203,2025-09-08 19:43:52,U001688,search,web,D23f710f09e,IP91518d4aaf,575842,0
S000020204,2025-09-08 17:54:21,U002139,email,web,D42b68e2d64,IP14ca4fbe97,568375,0
S000020205,2025-09-08 01:37:45,U002607,organic,mobile,D11bb6c50c1,IP545a6c1c85,574441,0
S000020206,2025-09-08 22:07:43,U001481,search,web,D62315604ab,IP72ab45884b,568518,0
S000020207,2025-09-08 10:31:02,U000880,referral,web,Dc41f51f3ae,IP91c82f0e58,577965,0
S000020208,2025-09-08 15:31:19,,organic,web,D_G_32bf8fa649,IPf38eba78e8,564058,0
S000020209,2025-09-08 12:09:40,U002659,organic,mobile,Dd3585b0a03,IPccc7177052,572788,0
S000020210,2025-09-08 22:11:52,U001736,paid_social,mobile,Db59a019a63,IPaf2143e400,579260,0
S000020211,2025-09-08 15:33:17,U000368,email,web,D96a6c47ad4,IPa66eb25434,579884,0
S000020212,2025-09-08 05:12:45,,referral,mobile,D_G_f790fd0279,IP6961b0da8d,565081,0
S000020213,2025-09-08 08:48:47,U001659,paid_social,mobile,D4d8fbb1c76,IP11dbcd3d8c,577899,0
S000020214,2025-09-08 06:15:59,,referral,web,D_G_cc7b1262da,IPa396a9c4e6,565081,0
S000020215,2025-09-08 18:00:31,U002928,paid_social,mobile,D80f7d75f4e,IPff85491e69,572163,0
S000020216,2025-09-08 16:45:20,,search,web,D_G_7585c60fff,IP605310e795,568057,0
S000020217,2025-09-08 06:20:21,U002779,email,web,D5ee596e3fd,IPdba879d7cf,579266,0
S000020218,2025-09-08 23:20:58,U001060,organic,mobile,D8a519bbc60,IP5fed7d7059,577934,0
S000020219,2025-09-08 21:26:31,U001180,search,web,Dd4d8471d1c,IP6340355582,573634,0
S000020220,2025-09-08 02:04:19,U002087,paid_social,web,Dac087c7527,IP102d80a403,571541,0
S000020221,2025-09-08 19:30:33,U002601,paid_social,mobile,D5d43609688,IP5620427391,568375,0
S000020222,2025-09-08 02:47:50,U001165,search,web,D1eab532e79,IPd629abec47,565894,0
S000020223,2025-09-08 07:00:05,U001067,paid_social,web,D9896e57763,IPe1f91188eb,573709,0
S000020224,2025-09-08 21:00:33,U002573,organic,mobile,D97c940e8c0,IPd739b189fe,577899,0
S000020225,2025-09-08 08:09:13,U000202,search,web,D52ac5e4c8b,IP7d6bd7fed0,573634,0
S000020226,2025-09-08 10:17:57,U000944,organic,mobile,De093075de7,IP16e8748e3e,572495,0
S000020227,2025-09-08 20:11:12,U001816,search,mobile,D6cc9ca6d39,IPeed963caa1,565285,0
S000020228,2025-09-08 09:28:43,U002296,paid_social,mobile,D0568b2480e,IPe8fd132f81,565894,0
S000020229,2025-09-08 01:59:38,,organic,mobile,D_G_8a8ea4e8f3,IP9d0e0082e6,563186,0
S000020230,2025-09-08 08:35:46,U000979,organic,mobile,Dd1f90fc408,IPdc1c34b760,577965,0
S000020231,2025-09-08 08:37:56,U001847,organic,mobile,D4c4d06021c,IP4dcd39946a,578963,0
S000020232,2025-09-08 09:20:28,U002926,organic,web,Da7afc6cbe0,IP50edf0858f,572398,0
S000020233,2025-09-08 12:19:00,U002185,organic,mobile,Da8559b9907,IPeab48f6873,579236,0
S000020234,2025-09-08 18:11:36,U001025,organic,web,Db8b91f0224,IP2e398664dd,577899,0
S000020235,2025-09-08 07:25:32,,referral,,D_G_3d0d036e0d,IPd7b1adfc71,568573,0
S000020236,2025-09-08 05:53:19,U001096,organic,web,D2c82f54533,IP48b51a9a8a,574621,0
S000020237,2025-09-08 21:30:59,U003105,search,web,D73ff83fea1,IPfe09136eec,575618,0
S000020238,2025-09-08 05:45:50,,paid_social,web,D_G_18d04bae5b,IPb5016626df,569503,0
S000020239,2025-09-08 11:04:51,U000621,email,web,Dea3a6d91a5,IP71fbc9ad6c,568518,0
S000020240,2025-09-08 16:21:20,U001795,organic,mobile,D94781650c7,IP300628e3c2,572398,0
S000020241,2025-09-08 06:24:24,,email,mobile,D_G_0c3b6ec6cf,IP0e50030ba7,565835,0
S000020242,2025-09-08 23:57:43,U000709,email,web,D7467cc6bd0,IPd271c17b6b,573828,0
S000020243,2025-09-08 09:03:40,U001166,paid_social,mobile,D375d41a12f,IP92221d941c,575674,0
S000020244,2025-09-08 03:27:36,U001887,search,mobile,Df550e80681,IPcb41df2c59,572495,0
S000020245,2025-09-08 03:15:41,U001244,search,mobile,D36e56e4ab6,IPad2f193c39,579236,0
S000020246,2025-09-08 00:05:26,U001049,email,mobile,De869d0e9b9,IP31e1d52411,576422,0
S000020247,2025-09-08 01:43:38,U001814,search,mobile,Dc6fed45ee9,IP229007a51f,563966,0
S000020248,2025-09-08 14:38:04,U000751,organic,mobile,Deac786514c,IP76cd8a5dab,568518,0
S000020249,2025-09-08 11:41:43,,referral,web,D_G_c1219fac00,IP07471f0ca1,563186,0
S000020250,2025-09-08 14:31:25,U000915,search,mobile,D7df2d55b05,IPe0915c6058,577742,0
S000020251,2025-09-08 18:48:03,U000819,referral,web,Dd856cf28dd,IP5c4426dfd4,573828,0
S000020252,2025-09-08 01:24:33,,search,mobile,D_G_6117ed8adb,IP0f9e8faedc,563089,0
S000020253,2025-09-08 08:27:59,,search,web,D_G_97baf0a23c,IP0625d055fc,561383,0
S000020254,2025-09-08 05:47:18,U002574,search,mobile,D2715da5673,IP9de89188c2,577899,0
S000020255,2025-09-08 22:14:04,U002645,referral,web,D42178e4213,IPc6179a8377,569190,0
S000020256,2025-09-08 11:32:59,U002781,email,web,D0c3fd3ba5a,IP2e56e9ec13,575139,0
S000020257,2025-09-08 00:15:16,U000547,organic,web,D0ad3710dfa,IP5538bb3862,569539,0
S000020258,2025-09-08 19:00:13,,paid_social,web,D_G_e5c3735293,IP13f52076f1,564162,0
S000020259,2025-09-08 20:29:47,U001038,email,web,D6e8ac1076f,IP6a0b411483,577522,0
S000020260,2025-09-08 12:06:45,U001456,email,mobile,D8b0e1dfeae,IP6f3f1732dd,574360,0
S000020261,2025-09-08 14:16:10,U000131,referral,mobile,D3fc655ce7d,IP9e615a0ede,577965,0
S000020262,2025-09-08 19:57:01,,paid_social,web,D_G_985cd1e87e,IPf9ef4fc25b,565081,0
S000020263,2025-09-08 10:59:06,U000740,search,web,Dc3fe0d28c3,IPd208a4b48b,565285,0
S000020264,2025-09-08 20:04:36,,referral,mobile,D_G_e2824e662e,IPef4a897101,569503,0
S000020265,2025-09-08 16:30:55,U000467,search,web,D16a2dff553,IP931fe96de6,575439,0
S000020266,2025-09-08 10:31:58,U000067,email,web,Dcd1ce47df5,IP996edd13c8,571222,0
S000020267,2025-09-08 00:06:32,U000039,search,web,D50dddb8c6a,IP7d9e679b92,579266,0
S000020268,2025-09-08 01:01:51,U001376,paid_social,mobile,D2f92b21c65,IP600f5cdc46,575842,0
S000020269,2025-09-08 18:55:56,U001169,email,web,Dec0a07dc9b,IP4a0d8f7192,577742,0
S000020270,2025-09-08 04:10:09,U001978,search,web,D8f186550a0,IP8eaad8fb76,579501,0
S000020271,2025-09-08 06:02:23,U000798,organic,web,Dbb615eecbd,IP7fb9413478,563967,0
S000020272,2025-09-08 18:43:25,U001701,email,mobile,Dede3f1db75,IP836378a861,579260,0
S000020273,2025-09-08 21:35:16,U001071,paid_social,web,D7a88bc23e6,IP04372e6ee4,579609,0
S000020274,2025-09-08 06:57:22,U000222,referral,web,Ddc5e76387c,IP4fc6434c7c,572149,0
S000020275,2025-09-08 04:16:08,U001309,organic,web,Dcac2a7fe35,IPd0d2f5b551,572149,0
S000020276,2025-09-08 05:09:38,U001566,referral,web,D5f60ade6a9,IP1faafc81de,568375,0
S000020277,2025-09-08 13:29:02,,paid_social,web,D_G_e478705b92,IPccac46d137,564364,0
S000020278,2025-09-08 04:02:09,U001332,email,mobile,Da0e4a21436,IPf74dbbacfe,573634,0
S000020279,2025-09-08 11:44:23,,organic,web,D_G_SHARED_01,IP3948c66af2,563896,0
S000020280,2025-09-08 02:21:38,U001552,paid_social,mobile,Dbfb203bacf,IPbc72d10d99,568375,0
S000020281,2025-09-08 20:59:29,U000995,organic,web,Dc8cf294de8,IP2720ffdbd2,568518,0
S000020282,2025-09-08 03:04:16,U001806,paid_social,mobile,Daf7279460a,IP3c56a94ed6,568375,0
S000020283,2025-09-08 23:17:53,U001583,paid_social,mobile,D31091fae94,IP6f25ca2020,579236,0
S000020284,2025-09-08 11:27:55,U000186,paid_social,mobile,D6ac22fb3ce,IP8dae64498f,565285,0
S000020285,2025-09-08 03:02:37,U000833,search,web,D22181e5b98,IP843c41792c,577970,0
S000020286,2025-09-08 04:39:49,U002767,organic,web,Ddbf316ae1b,IPd1a9ac2720,574252,0
S000020287,2025-09-08 06:42:03,U001739,organic,web,Dd174e618f3,IP5411058a60,578796,0
S000020288,2025-09-08 03:40:45,,email,web,D_G_58ad043797,IPd9db745a79,563089,0
S000020289,2025-09-08 00:46:30,U000998,email,mobile,Da960adb337,IP061b9c1d4d,577742,0
S000020290,2025-09-08 13:59:14,U002671,organic,web,Dbbc4cec116,IP53824d584d,575699,0
S000020291,2025-09-08 02:05:42,,organic,mobile,D_G_40105f2c91,IP7d4df95e65,563114,0
S000020292,2025-09-08 04:52:03,U001789,search,web,D7329f74d74,IPdd56463833,565285,0
S000020293,2025-09-08 05:42:58,,search,web,D_G_1d6d3eb6cd,IPa789c44b1a,563475,0
S000020294,2025-09-08 02:23:29,U000374,paid_social,web,D726dda436c,IPf9f895eae6,569539,0
S000020295,2025-09-08 11:32:19,U002341,organic,mobile,D3eec9483bc,IP5521b295e8,574081,0
S000020296,2025-09-08 15:47:44,U000345,organic,mobile,D4c6a2097f8,IPdd9743a243,576074,0
S000020297,2025-09-08 12:57:09,U002722,search,mobile,Df41765aa06,IPe8e9cad32e,565285,0
S000020298,2025-09-08 00:40:47,U001800,search,web,D2c07250792,IP9055c24f88,569190,0
S000020299,2025-09-08 23:25:36,U002846,email,mobile,D66cb5c3dbb,IP5d5685d46d,575618,0
S000020300,2025-09-08 20:16:30,U001370,search,web,Da2cd96c72a,IP6de1e35c37,579884,0
S000020301,2025-09-08 13:33:14,U002068,paid_social,web,D54e5172d06,IP847ba2026f,576334,0
S000020302,2025-09-08 12:42:39,U001878,organic,web,D97b6351e3a,IP4db393ab88,568375,0
S000020303,2025-09-08 03:38:08,U001676,referral,web,Dcd40fe5b7d,IPd3e4e873b3,577965,0
S000020304,2025-09-08 16:40:07,U002664,paid_social,mobile,D7f21e47d8b,IPbaee513606,576422,0
S000020305,2025-09-08 04:35:38,,organic,web,D_G_faf3875115,IPb6a4e56580,563186,0
S000020306,2025-09-08 16:29:53,U000651,organic,mobile,D02363d8f27,IPf1d3edf27c,578018,0
S000020307,2025-09-08 18:57:28,U001607,referral,web,D2dcecef68b,IPc70429b5c7,572149,0
S000020308,2025-09-08 03:45:02,,email,mobile,D_G_6a1c2f94f0,IPacdf94c20f,564364,0
S000020309,2025-09-08 18:24:24,U001878,organic,mobile,D97b6351e3a,IP849a9a89d0,568375,0
S000020310,2025-09-08 20:17:33,U000925,search,web,D88388af08f,IP76c8582376,565894,0
S000020311,2025-09-08 16:29:33,U002017,referral,web,D80b6414076,IP8be76ba109,563967,0
S000020312,2025-09-08 23:49:37,U000339,organic,web,D8b8fbf2e9c,IP1addafab9e,572149,0
S000020313,2025-09-08 22:23:43,U001689,organic,,D8c1bc0cb9b,IP552fa9bcf1,568375,0
S000020314,2025-09-08 14:29:43,U001108,organic,mobile,D8565663746,IPc67f82d5aa,575439,0
S000020315,2025-09-08 00:36:35,U000742,email,mobile,Dbb573fd697,IPb247000179,578600,0
S000020316,2025-09-08 20:48:02,U003044,email,web,Dfd807d1283,IPaed000d034,575661,0
S000020317,2025-09-08 16:26:34,,organic,web,D_G_ea6dd601aa,IP3a3a976c77,569211,0
S000020318,2025-09-08 10:24:21,U000053,organic,mobile,Dda9debd456,IP724a3a221e,574252,0
S000020319,2025-09-08 04:02:36,U002746,email,mobile,D5767ea41f4,IPa52752df54,579501,0
S000020320,2025-09-08 09:54:45,U002397,paid_social,web,D72a64e880e,IP601f3474b6,576074,0
S000020321,2025-09-08 18:53:39,,paid_social,mobile,D_G_f3914b97cf,IP493763b7a3,564058,0
S000020322,2025-09-08 11:17:47,U000794,email,mobile,D80944ab314,IP48379a25c3,577548,0
S000020323,2025-09-08 04:19:46,U003095,referral,mobile,Db55be4cd6e,IPd787a8c47c,578796,0
S000020324,2025-09-08 01:09:13,U001567,paid_social,mobile,De030b14324,IPdc0bb7f43c,576422,0
S000020325,2025-09-08 19:52:48,U003185,search,mobile,De5d0f88d6b,IPd60a413bd1,575674,0
S000020326,2025-09-08 06:27:24,,search,mobile,D_G_31188c3df1,IP5584628e5d,569401,0
S000020327,2025-09-08 12:46:26,U001710,organic,mobile,Dbf9671e5ae,IP38d3e22898,576074,0
S000020328,2025-09-08 20:06:11,U000378,organic,web,Dcaabad1e9f,IPf7891cd0d0,575618,0
S000020329,2025-09-08 19:25:00,U000588,search,mobile,Df17852fd81,IP2361937e6d,575139,0
S000020330,2025-09-08 02:15:21,U002827,paid_social,mobile,D876816bd11,IP2886c4c2c5,577970,0
S000020331,2025-09-08 06:48:57,U002374,organic,web,D85d8013ff6,IPf664769d52,579260,0
S000020332,2025-09-08 23:41:31,U002201,paid_social,mobile,De870e582bd,IP92440277ac,568375,0
S000020333,2025-09-08 09:50:49,U000831,search,web,De168f12d16,IPe4f797a467,572495,0
S000020334,2025-09-08 09:27:50,U001108,organic,mobile,D8565663746,IP26b68b9d50,575439,0
S000020335,2025-09-08 00:30:14,U000582,organic,web,D6f50167d3a,IP1a91e2d602,579501,0
S000020336,2025-09-08 04:53:24,U001969,email,web,D0b897dfc6c,IP9a53df584f,579266,0
S000020337,2025-09-08 20:38:33,U002089,organic,web,D935fc559be,IP0ae8ff6ed5,576422,0
S000020338,2025-09-08 05:38:39,U001144,paid_social,mobile,D204aeb09ec,IP247c056801,563967,0
S000020339,2025-09-08 15:51:29,U002547,organic,web,Dacb47420e9,IPc014aacf69,575439,0
S000020340,2025-09-08 14:15:50,U000916,organic,mobile,D9a44b5611a,IP9fd852238b,568375,0
S000020341,2025-09-08 01:11:19,U000235,organic,mobile,Dc9c526817b,IPc7d2f8761f,577545,0
S000020342,2025-09-08 05:25:07,U000305,organic,web,D63d65e5ba7,IP389bee237b,575692,0
S000020343,2025-09-08 19:18:59,U000155,organic,mobile,D0f55633e06,IPdd214531ce,572769,0
S000020344,2025-09-08 08:02:47,U000607,search,mobile,D79cdca250d,IP3c7dd58bc6,572788,0
S000020345,2025-09-08 16:29:04,,organic,web,D_G_20e8565eb1,IPe51e29e2d7,561383,0
S000020346,2025-09-08 00:15:50,U000778,search,web,D60c396597d,IPd71e702795,575661,0
S000020347,2025-09-08 09:45:20,,organic,web,D_G_22d6d6c595,IP34eb38fb0a,561532,0
S000020348,2025-09-08 23:35:37,U000775,organic,web,Def55543663,IP32a6cfe023,579260,0
S000020349,2025-09-08 09:37:11,U001225,email,mobile,Dc8626af76d,IP5e01af99c3,575614,0
S000020350,2025-09-08 13:18:01,U003050,paid_social,web,D632ccfcf2a,IP727b0cef64,571647,0
S000020351,2025-09-08 04:45:57,U000662,search,mobile,D8394c6b6d2,IP5e86491e65,568518,0
S000020352,2025-09-08 03:59:27,U001854,organic,mobile,Df7fdd2565c,IP4cef93e996,571561,0
S000020353,2025-09-08 21:20:59,U001424,email,mobile,D23d5e66d8b,IP93f3ef2bee,572163,0
S000020354,2025-09-08 15:19:39,U000666,email,mobile,D9da6b7aa30,IP030fef250a,563966,0
S000020355,2025-09-08 01:36:21,U001131,search,web,D902988f0f7,IPa4c197d3ef,573828,0
S000020356,2025-09-08 21:56:47,U001795,search,web,D94781650c7,IPb69d850d4e,572398,0
S000020357,2025-09-08 21:48:25,U000071,organic,web,D74b74854b8,IP74065aab39,565894,0
S000020358,2025-09-08 05:32:38,U000834,organic,web,D565594162f,IP9892212e77,572163,0
S000020359,2025-09-08 04:25:06,U002276,email,web,D44d20fd8c0,IP54346c602f,578600,0
S000020360,2025-09-08 18:20:15,U002754,search,web,Dcc24c03e54,IPe633b74dda,569190,0
S000020361,2025-09-08 08:24:27,U001825,search,mobile,Dd2cbb7d54e,IPe92e788336,578796,0
S000020362,2025-09-08 18:41:41,,search,mobile,D_G_eae9e8b50c,IP96c792100c,565081,0
S000020363,2025-09-08 06:40:07,U001175,referral,web,D483fa83ddd,IP00f7ad2125,576334,0
S000020364,2025-09-08 05:47:38,U001530,paid_social,web,D2cfd6e22a7,IPbc2a1de8fb,568375,0
S000020365,2025-09-08 16:31:00,U003140,search,mobile,D04f7d1378e,IP810b994057,578796,0
S000020366,2025-09-08 20:17:09,U002300,organic,mobile,D6833c72319,IP5464f60250,574441,0
S000020367,2025-09-08 04:53:13,U000644,search,web,D353062cc43,IPb10e49c678,577080,0
S000020368,2025-09-08 01:19:00,U000742,referral,mobile,Dbb573fd697,IP97d60012f0,578600,0
S000020369,2025-09-08 02:18:09,U001012,organic,mobile,D1c55553d08,IPb324b7c0be,577970,0
S000020370,2025-09-08 18:14:12,U001909,paid_social,mobile,Dbd0cf46bc9,IPe7bd398533,574360,0
S000020371,2025-09-08 06:15:10,,email,mobile,D_G_6aaff562aa,IPc9a602981c,563186,0
S000020372,2025-09-08 05:14:12,U000006,organic,web,D4b57b30a93,IP206851d35e,578418,0
S000020373,2025-09-08 06:45:17,U001008,organic,mobile,D7d3667fe55,IP9335543a26,568518,0
S000020374,2025-09-08 22:28:38,U002366,search,web,D5fa785db1d,IPf9fa42f790,563966,0
S000020375,2025-09-08 21:55:07,U002508,organic,mobile,D2f44e18126,IP9e3022b8bd,568375,0
S000020376,2025-09-08 15:12:16,U000420,search,web,D9dd7bf7e67,IP1062f8e451,573828,0
S000020377,2025-09-08 00:55:16,U000313,organic,web,Dc3a02cbea1,IPddd4d7d0c1,575439,0
S000020378,2025-09-08 03:31:47,U002793,email,web,D0d6bef79aa,IP199819504f,571561,0
S000020379,2025-09-08 00:32:18,,paid_social,mobile,D_G_19357e5e6c,IP8eaf3d022b,561383,0
S000020380,2025-09-08 22:35:51,U001559,organic,mobile,D65d254819e,IP4d4b07c3b2,572495,0
S000020381,2025-09-08 17:08:52,U002621,organic,mobile,Dedb3c24516,IP6de89a8f0e,569539,0
S000020382,2025-09-08 02:53:25,U000548,search,web,De9cf21e8d0,IP2eaec369e0,569539,0
S000020383,2025-09-08 23:00:25,U001702,email,mobile,D3d9644d730,IPc2c1c1933b,576334,0
S000020384,2025-09-08 19:16:42,U001203,organic,web,Dc45b48cc4c,IPe4454c0f85,563967,0
S000020385,2025-09-08 01:11:32,U001611,referral,web,D8116f33fa0,IP922bee9954,575692,0
S000020386,2025-09-08 23:50:02,,referral,web,D_G_3e27aea478,IP3004fc3617,569503,0
S000020387,2025-09-08 05:55:56,U001164,organic,web,D14644837b2,IPc4c5e18dec,574252,0
S000020388,2025-09-08 17:18:38,U000120,organic,mobile,D7502e8b31a,IPa99752b9cf,577965,0
S000020389,2025-09-08 19:19:32,U002261,search,web,D4c5d200154,IP5495000a09,572398,0
S000020390,2025-09-08 01:47:28,U001603,organic,web,D050fa65f99,IP1dbe5aeb29,577934,0
S000020391,2025-09-08 05:05:13,,search,web,D_G_9d95952ba7,IP71629aa2c3,569211,0
S000020392,2025-09-08 00:02:24,U001235,email,mobile,Db3d412a7a6,IP82e473147f,569539,0
S000020393,2025-09-08 05:07:47,U000067,paid_social,web,Dcd1ce47df5,IP31e154cd23,571222,0
S000020394,2025-09-08 07:49:53,U001346,search,web,D30cd13700f,IP43e3421821,573828,0
S000020395,2025-09-08 02:54:29,U002730,referral,web,Dca8a0f3924,IP096f4a6e95,568518,0
S000020396,2025-09-08 22:14:43,U003193,referral,web,D74bdf23031,IP031d35109b,569539,0
S000020397,2025-09-08 18:54:00,U002006,referral,mobile,D7fe4e0fd0a,IP7654b7da25,577548,0
S000020398,2025-09-08 16:53:52,,paid_social,mobile,D_G_63e62e4888,IPb03eb7a570,567046,0
S000020399,2025-09-08 19:33:04,U003153,referral,mobile,Dd82590ac7e,IP909e2933d2,579260,0
S000020400,2025-09-08 09:40:22,,search,mobile,D_G_dd5671bef7,IPddbf94e1f1,565688,0
S000020401,2025-09-08 05:19:29,,organic,mobile,D_G_a39ed4a63d,IPbc831d5f22,567906,0
S000020402,2025-09-09 06:13:41,U002151,search,web,De2be54c5a7,IPdd029e4dfa,578896,0
S000020403,2025-09-09 19:42:26,U000708,referral,web,D469de9981f,IP1b164f2bc2,575588,0
S000020404,2025-09-09 23:32:23,,paid_social,web,D_G_075ab93567,IP361abe2185,563116,0
S000020405,2025-09-09 11:48:59,,referral,mobile,D_G_0be6c705ab,IPc546e71def,562633,0
S000020406,2025-09-09 20:10:26,U000815,organic,mobile,Dc0ec6f925d,IPa4d300931c,568518,0
S000020407,2025-09-09 23:02:51,U000945,organic,web,D2831c52ad7,IP23207e1b66,571222,0
S000020408,2025-09-09 02:01:49,U000345,paid_social,web,D4c6a2097f8,IPc89387cf3c,576074,0
S000020409,2025-09-09 00:28:50,U003151,paid_social,mobile,D7f8cc78acf,IP7400b55b6a,563966,0
S000020410,2025-09-09 10:39:09,U002345,organic,mobile,D0baf5f6e9e,IPea0cb68ee4,576088,0
S000020411,2025-09-09 04:38:37,U002734,organic,mobile,Da574966456,IPf999d5a186,563966,0
S000020412,2025-09-09 01:16:20,U000300,organic,mobile,D271063e664,IPab2a129267,578963,0
S000020413,2025-09-09 07:45:57,U003081,paid_social,web,D30057c1101,IP45db9508f8,569190,0
S000020414,2025-09-09 10:39:41,U001519,paid_social,web,D20e14ae97e,IPd26b312b6f,577970,0
S000020415,2025-09-09 18:53:35,U000057,paid_social,mobile,D718ce608bd,IP92e477ba8b,575438,0
S000020416,2025-09-09 10:02:56,,organic,mobile,D_G_24c2a56c9c,IP495abf7263,565176,0
S000020417,2025-09-09 17:50:37,U001904,referral,mobile,Dca0a151a8e,IP35467be5d8,575618,0
S000020418,2025-09-09 06:08:55,,paid_social,mobile,D_G_1aea988f57,IPa1240b1d89,563361,0
S000020419,2025-09-09 02:27:41,U000361,referral,mobile,Da663afff8e,IPb44006a21e,577970,0
S000020420,2025-09-09 17:58:21,U001223,paid_social,mobile,D386efbe882,IP70403ec777,576422,0
S000020421,2025-09-09 10:55:36,U001673,organic,web,D6a6e0577dd,IP1ac8424271,563966,0
S000020422,2025-09-09 01:02:49,U003185,search,web,De5d0f88d6b,IP777daa362a,575674,0
S000020423,2025-09-09 05:07:36,U002686,referral,web,D0a9cce29ff,IP9e9a82e359,579260,0
S000020424,2025-09-09 04:25:51,U000697,organic,web,D1e33e93969,IPdf61b76326,563967,0
S000020425,2025-09-09 18:36:42,U003087,organic,web,D9f35167e79,IPed0aed34b0,579266,0
S000020426,2025-09-09 19:29:10,,paid_social,web,D_G_4caa8a6c55,IPcf4c072eec,563272,0
S000020427,2025-09-09 06:34:04,U002545,search,mobile,D3bb11c4194,IP473d45effa,565894,0
S000020428,2025-09-09 17:55:52,U000388,referral,mobile,D57dd31e05e,IPc00d53cc66,578600,0
S000020429,2025-09-09 14:14:50,U003191,organic,web,D1057a6be3c,IP54f19ed470,577965,0
S000020430,2025-09-09 13:17:39,U001561,organic,web,D26bdde63d1,IP6bea5c0e00,565894,0
S000020431,2025-09-09 06:21:40,U001154,organic,web,D30f1640810,IPa8f0a523f5,569539,0
S000020432,2025-09-09 15:11:50,U000152,organic,mobile,D1d3288f109,IP81ceacf895,579266,0
S000020433,2025-09-09 20:59:51,U001228,search,mobile,Dde3d02e2c6,IP3ed3544869,571647,0
S000020434,2025-09-09 19:47:00,U001701,search,web,Dede3f1db75,IP33de19bcda,579260,0
S000020435,2025-09-09 01:48:17,U001762,referral,mobile,Dcf5b30562b,IPf54104374c,563967,0
S000020436,2025-09-09 06:37:47,U001175,email,mobile,D483fa83ddd,IPe0f952096a,576334,0
S000020437,2025-09-09 19:45:05,,search,mobile,D_G_aa19195fda,IP4cca9e44ac,563881,0
S000020438,2025-09-09 05:49:24,,search,mobile,D_G_10d45d8dfe,IPc671782eb3,568583,0
S000020439,2025-09-09 04:10:04,U002672,search,web,D4ba21afbad,IPadbab2b04e,569190,0
S000020440,2025-09-09 22:21:45,,paid_social,mobile,D_G_df20e2388a,IPa5d6a13300,565714,0
S000020441,2025-09-09 07:26:01,U002601,organic,web,D5d43609688,IPf2565dc4c5,568375,0
S000020442,2025-09-09 15:31:27,U000118,search,mobile,Dad29d86fd5,IP52cab7f826,573634,0
S000020443,2025-09-09 15:04:35,,search,web,D_G_63a9cbc36a,IP54e96e4cce,562544,0
S000020444,2025-09-09 09:13:09,U003187,search,mobile,Da5af346107,IP7cfbdb5e46,573828,0
S000020445,2025-09-09 19:49:01,U001527,organic,web,De5f9fd2e28,IP80c3ebb72a,571541,0
S000020446,2025-09-09 20:04:09,U002475,organic,mobile,Df203b6fd1e,IPd28cf37e14,577934,0
S000020447,2025-09-09 04:33:17,U001326,organic,web,D_RING_02,IP_RING_SHAR,563967,0
S000020448,2025-09-09 05:01:30,,organic,mobile,D_G_75da15a9da,IP8f4171634a,567053,0
S000020449,2025-09-09 01:05:05,U003150,organic,web,D1dc9b981e1,IPbdb377e30a,576074,0
S000020450,2025-09-09 12:23:02,U003176,organic,web,Da6bdea553a,IP2bfb992a25,579266,0
S000020451,2025-09-09 06:06:36,,paid_social,mobile,D_G_58fcc11727,IP18edbfc2b1,565268,0
S000020452,2025-09-09 18:06:27,,organic,web,D_G_ca8975fe9f,IP6a5be98c89,567053,0
S000020453,2025-09-09 11:57:10,U001101,referral,web,Deb539e4781,IP54cfc70340,579609,0
S000020454,2025-09-09 22:01:25,U000454,organic,web,D91dd6808ac,IP4621501925,568375,0
S000020455,2025-09-09 13:42:35,U002747,organic,mobile,Df180441153,IPd0645a7ae0,577545,0
S000020456,2025-09-09 02:23:46,U000470,organic,mobile,D2ee34a1d0c,IP7e88841b2e,578796,0
S000020457,2025-09-09 19:48:50,U002159,organic,web,D11cc6860bd,IPfd217899d0,571631,0
S000020458,2025-09-09 04:17:12,U001487,search,mobile,D80adf6d51c,IP0c463e2de2,565894,0
S000020459,2025-09-09 01:03:58,U001289,paid_social,web,Df2a41c3bf6,IP25ca8dae3d,579260,0
S000020460,2025-09-09 01:31:08,U000384,email,mobile,Dc108f6e6e6,IP81d11c70ee,577522,0
S000020461,2025-09-09 00:58:48,U001866,search,mobile,Da77ffdf922,IP985ac0e97e,563967,0
S000020462,2025-09-09 01:03:19,U000566,search,mobile,D5450af054f,IP9de57e0f54,575674,0
S000020463,2025-09-09 16:17:21,U003072,organic,web,De554626c52,IP2018b650b1,565894,0
S000020464,2025-09-09 13:28:48,U001128,organic,web,D3c9e36b735,IP006e9105f6,578018,0
S000020465,2025-09-09 06:12:44,U002075,organic,mobile,Deed3d8f4bf,IPafa5d0b52b,574597,0
